Chr	Start	End	Strand	Length
FBgn0036356	3L	13411122	13412453	-	1332
FBgn0002573	3L;3L;3L;3L	13396228;13397304;13399385;13400748	13397067;13397454;13400466;13401125	-;-;-;-	2451
FBgn0036354	3L;3L	13388299;13388994	13388926;13390006	-;-	1641
FBgn0036353	3L;3L;3L	13385946;13386601;13387666	13386538;13387610;13387907	-;-;-	1845
FBgn0036331	3L;3L;3L	13008285;13008623;13008936	13008567;13008877;13009450	+;+;+	1053
FBgn0036334	3L;3L;3L	13016050;13016357;13016587	13016164;13016518;13016903	+;+;+	594
FBgn0036336	3L;3L;3L	13018266;13018688;13019188	13018620;13019059;13019687	+;+;+	1227
FBgn0260441	3L;3L;3L;3L	13023352;13023483;13023732;13024370	13023393;13023525;13023866;13024762	+;+;+;+	613
FBgn0036340	3L;3L;3L;3L	13036821;13037424;13038729;13039405	13037264;13038658;13039339;13040976	+;+;+;+	3862
FBgn0011284	3L;3L;3L;3L;3L	13041756;13042110;13042442;13043166;13043574	13042014;13042368;13042539;13043337;13044234	+;+;+;+;+	1449
FBgn0036341	3L;3L;3L;3L	13044434;13044638;13044918;13046217	13044565;13044849;13045595;13046894	+;+;+;+	1700
FBgn0036342	3L;3L	13046977;13047235	13047171;13048919	+;+	1880
FBgn0010452	3L;3L	13114271;13115189	13114746;13118077	+;+	3365
FBgn0036337	3L;3L;3L;3L	13019715;13021074;13021628;13022438	13020826;13021557;13021685;13022688	-;-;-;-	1905
FBgn0036335	3L;3L;3L	13017149;13017404;13017676	13017349;13017612;13017867	-;-;-	602
FBgn0036333	3L	13011976	13015332	-	3357
FBgn0036332	3L;3L	13009399;13009932	13009859;13011685	-;-	2215
FBgn0052115	3L;3L	12912027;12913056	12912995;12913646	-;-	1560
FBgn0036324	3L;3L	12901247;12902112	12902047;12902737	-;-	1427
FBgn0015904	3L;3L;3L;3L;3L	12580672;12585742;12589519;12594165;12594586	12581153;12586293;12589634;12594523;12596018	+;+;+;+;+	2942
FBgn0015919	3L;3L;3L;3L;3L	12609631;12616803;12617591;12618342;12619599	12610819;12617288;12617709;12618664;12621798	+;+;+;+;+	4317
FBgn0052111	3L;3L;3L;3L;3L;3L;3L	12627934;12633329;12642047;12644802;12645113;12645272;12645363	12628407;12633945;12642878;12645040;12645211;12645306;12648280	+;+;+;+;+;+;+	5214
FBgn0014343	3L;3L;3L;3L;3L	12693639;12696500;12705220;12707375;12707983	12694353;12697003;12705326;12707673;12710249	+;+;+;+;+	3892
FBgn0014007	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12734945;12736058;12736253;12738156;12738460;12738772;12739726;12739929;12740109;12740353;12740722;12740920	12735249;12736160;12738096;12738401;12738703;12739666;12739872;12740039;12740288;12740660;12740857;12741568	+;+;+;+;+;+;+;+;+;+;+;+	5168
FBgn0052112	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12741718;12741805;12742044;12742595;12742905;12743513;12743688;12743888;12744037;12744809	12741800;12741949;12742131;12742650;12743172;12743625;12743826;12743977;12744746;12745154	+;+;+;+;+;+;+;+;+;+	2038
FBgn0052109	3L;3L;3L;3L	12745344;12745729;12745981;12746297	12745468;12745925;12746236;12746770	+;+;+;+	1052
FBgn0036305	3L;3L;3L;3L;3L;3L	12750119;12750231;12750508;12750802;12751307;12752984	12750201;12750344;12750739;12750855;12752922;12753402	+;+;+;+;+;+	2518
FBgn0052113	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12755049;12755304;12756405;12757512;12758634;12758902;12759101;12759788;12759969;12760360;12761205;12761519;12761735;12765134;12765405;12766318;12766685;12767237;12768511	12755242;12756094;12757454;12758422;12758764;12759042;12759728;12759907;12760293;12761152;12761457;12761663;12765070;12765346;12766259;12766626;12767179;12768352;12768605	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11901
FBgn0036318	3L;3L;3L;3L;3L;3L;3L;3L;3L	12850165;12850498;12850915;12851309;12851806;12852232;12852427;12852616;12852781	12850331;12850797;12851153;12851722;12852054;12852277;12852528;12852716;12853169	+;+;+;+;+;+;+;+;+	2007
FBgn0036319	3L;3L;3L;3L	12853646;12854452;12855188;12855492	12854263;12855013;12855433;12857428	+;+;+;+	3363
FBgn0036317	3L;3L;3L;3L;3L;3L;3L	12844254;12845057;12845734;12847050;12848370;12849158;12850032	12844924;12845668;12845853;12847156;12849095;12849791;12850117	-;-;-;-;-;-;-	2956
FBgn0036316	3L;3L;3L;3L;3L;3L;3L	12824880;12826376;12826962;12827789;12831883;12835312;12842780	12826305;12826627;12827582;12827844;12832551;12835349;12843106	-;-;-;-;-;-;-	3389
FBgn0036314	3L	12813028	12814019	-	992
FBgn0036309	3L;3L;3L;3L;3L;3L;3L;3L;3L	12768432;12769432;12769903;12770395;12771206;12771372;12772162;12772744;12773275	12769374;12769836;12770338;12771141;12771315;12772102;12772583;12773219;12773573	-;-;-;-;-;-;-;-;-	4569
FBgn0010235	3L;3L;3L;3L;3L;3L;3L;3L	12746616;12746898;12747275;12747821;12748056;12748807;12749710;12749963	12746830;12747203;12747754;12747941;12748682;12748898;12749839;12750056	-;-;-;-;-;-;-;-	2065
FBgn0052105	3L;3L;3L	12329232;12334207;12335160	12330253;12335085;12335901	+;+;+	2643
FBgn0036277	3L;3L;3L	12336676;12336779;12336910	12336717;12336846;12337236	+;+;+	437
FBgn0011279	3L;3L;3L;3L;3L	12396171;12396339;12396483;12396637;12396793	12396277;12396417;12396574;12396739;12396957	+;+;+;+;+	546
FBgn0036286	3L;3L;3L;3L;3L;3L	12471728;12472022;12472547;12472707;12472926;12473185	12471929;12472196;12472637;12472832;12472973;12474428	+;+;+;+;+;+	1886
FBgn0036291	3L;3L;3L	12501513;12501775;12502004	12501722;12501947;12502647	+;+;+	1027
FBgn0036300	3L	12534590	12535513	+	924
FBgn0036301	3L;3L;3L;3L	12535426;12536260;12536739;12537109	12536200;12536680;12537044;12537315	-;-;-;-	1709
FBgn0036299	3L;3L;3L;3L;3L;3L;3L	12530436;12531873;12532101;12532612;12532838;12533051;12533552	12531806;12532037;12532552;12532772;12532971;12533478;12533724	-;-;-;-;-;-;-	2884
FBgn0036298	3L;3L;3L	12527215;12527802;12529935	12527732;12529248;12530171	-;-;-	2202
FBgn0004926	3L;3L;3L	12525093;12525986;12526589	12525677;12526385;12526731	-;-;-	1128
FBgn0020388	3L;3L;3L	12521129;12521938;12522645	12521875;12522590;12524014	-;-;-	2770
FBgn0036294	3L;3L	12505374;12507150	12506487;12507840	-;-	1805
FBgn0036292	3L;3L	12502467;12503657	12503605;12503894	-;-	1377
FBgn0036289	3L;3L;3L;3L	12491830;12492461;12492817;12497010	12492397;12492751;12493274;12497216	-;-;-;-	1524
FBgn0036288	3L;3L;3L;3L;3L;3L	12486668;12488083;12488555;12488828;12489012;12489741	12487447;12488219;12488774;12488960;12489115;12490676	-;-;-;-;-;-	2310
FBgn0036287	3L;3L;3L;3L;3L;3L;3L;3L	12474418;12475304;12475579;12475754;12476450;12477824;12479712;12484801	12475246;12475520;12475693;12476229;12477277;12478131;12479877;12485035	-;-;-;-;-;-;-;-	3174
FBgn0036285	3L;3L;3L;3L;3L;3L	12422510;12423450;12423701;12425383;12427558;12432076	12423267;12423634;12424168;12425523;12427812;12432668	-;-;-;-;-;-	2400
FBgn0020655	3L;3L;3L;3L;3L	12415026;12415945;12416275;12416540;12417153	12415869;12416004;12416479;12417087;12417580	-;-;-;-;-	2085
FBgn0052103	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12402295;12404363;12405002;12405334;12408110;12412011;12412185;12412330;12413448;12414702	12404290;12404936;12405160;12405417;12408650;12412122;12412272;12412456;12414086;12414842	-;-;-;-;-;-;-;-;-;-	4461
FBgn0036282	3L;3L;3L;3L;3L	12399539;12399971;12400252;12400849;12401250	12399915;12400192;12400788;12401191;12401935	-;-;-;-;-	2165
FBgn0052104	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12393804;12394109;12394602;12395042;12395635;12395855;12396905;12397056;12397420;12397972;12398474;12398760;12399141	12394042;12394521;12394740;12395579;12395792;12396092;12396990;12397365;12397905;12398413;12398702;12399067;12399322	-;-;-;-;-;-;-;-;-;-;-;-;-	3768
FBgn0036279	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12368646;12369049;12369937;12370235;12370959;12371544;12371761;12372634;12372970;12373140;12373355;12373578;12373785;12373957;12374288;12376001;12376437;12379139;12387653;12390497	12368957;12369284;12370166;12370332;12371006;12371603;12372571;12372769;12373079;12373282;12373520;12373720;12373899;12374210;12374546;12376115;12376616;12379644;12387829;12391444	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5047
FBgn0036278	3L;3L;3L;3L;3L;3L	12339116;12341134;12342158;12342428;12347194;12351182	12340502;12341285;12342363;12342611;12348139;12351544	-;-;-;-;-;-	3238
FBgn0011335	3L;3L;3L;3L	12116101;12116764;12117244;12117437	12116459;12117170;12117371;12118055	+;+;+;+	1513
FBgn0036248	3L;3L;3L	12118257;12118688;12118972	12118626;12118911;12119789	+;+;+	1412
FBgn0036249	3L;3L	12120019;12120643	12120588;12121185	+;+	1113
FBgn0046296	3L;3L	12132146;12133029	12132976;12133834	+;+	1637
FBgn0036257	3L;3L;3L;3L;3L;3L;3L	12138868;12139963;12141140;12141252;12141441;12141534;12141793	12139101;12140128;12141171;12141377;12141476;12141729;12143380	+;+;+;+;+;+;+	2378
FBgn0013997	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	12146519;12148792;12151211;12151820;12152177;12152380;12153623;12153951;12154214;12155203;12155446;12155855;12156051	12146960;12148908;12151407;12152016;12152318;12153558;12153748;12154154;12155143;12155382;12155790;12155992;12156990	+;+;+;+;+;+;+;+;+;+;+;+;+	5137
FBgn0052099	3L	12149273	12150329	+	1057
FBgn0027843	3L;3L;3L;3L;3L	12177601;12179876;12181676;12182210;12182499	12177669;12180155;12182148;12182437;12183347	+;+;+;+;+	1899
FBgn0036262	3L;3L;3L;3L;3L	12184984;12185958;12186123;12186535;12187173	12185052;12186057;12186297;12187111;12187860	+;+;+;+;+	1609
FBgn0000592	3L;3L	12188818;12190297	12190245;12190705	+;+	1837
FBgn0000594	3L;3L	12190733;12192181	12192124;12192528	+;+	1740
FBgn0036264	3L	12197791	12199030	+	1240
FBgn0052100	3L;3L	12267528;12267758	12267650;12269803	+;+	2169
FBgn0036273	3L;3L;3L;3L;3L	12277655;12278226;12278354;12279949;12280925	12277736;12278283;12279879;12280863;12281476	+;+;+;+;+	3133
FBgn0036274	3L;3L;3L;3L;3L;3L	12290956;12291300;12291639;12291883;12292250;12295834	12291241;12291570;12291826;12292097;12292967;12296123	-;-;-;-;-;-	1968
FBgn0036272	3L;3L;3L;3L;3L	12271656;12273498;12274003;12275076;12276890	12273041;12273620;12274111;12275187;12277251	-;-;-;-;-	2092
FBgn0036271	3L	12269452	12271345	-	1894
FBgn0036266	3L;3L;3L;3L;3L	12204123;12204643;12205526;12205776;12205944	12204406;12205466;12205713;12205891;12206022	-;-;-;-;-	1491
FBgn0022709	3L;3L;3L;3L;3L	12200322;12200712;12201374;12201779;12203719	12200638;12201089;12201496;12201862;12204082	-;-;-;-;-	1266
FBgn0036263	3L;3L;3L	12190696;12192468;12193491	12192424;12193435;12193688	-;-;-	2895
FBgn0036260	3L;3L;3L;3L	12164205;12167238;12168142;12175019	12166874;12167563;12168695;12175482	-;-;-;-	4014
FBgn0036259	3L;3L;3L	12157052;12159148;12163500	12158318;12159683;12163735	-;-;-	2039
FBgn0036258	3L;3L;3L;3L	12143446;12143745;12144772;12145956	12143685;12144717;12145250;12146097	-;-;-;-	1834
FBgn0011455	3L;3L;3L;3L	12137496;12137838;12138016;12138317	12137778;12137944;12138245;12138584	-;-;-;-	888
FBgn0036254	3L;3L;3L;3L	12133771;12134725;12134949;12136517	12134659;12134888;12136450;12136706	-;-;-;-	2745
FBgn0022959	3L;3L;3L	12121274;12122837;12124712	12122773;12123574;12125150	-;-;-	2677
FBgn0036205	3L;3L;3L;3L	11777073;11777306;11778218;11778425	11777249;11777505;11778311;11780485	+;+;+;+	2532
FBgn0036207	3L;3L;3L;3L	11793514;11794354;11794797;11795063	11794176;11794737;11795003;11795418	+;+;+;+	1610
FBgn0004381	3L;3L;3L	11795614;11795858;11796727	11795698;11796621;11798875	+;+;+	2998
FBgn0036213	3L;3L;3L	11822851;11823200;11823658	11822890;11823565;11824211	+;+;+	960
FBgn0036240	3L;3L;3L;3L;3L;3L;3L	12003155;12004393;12005254;12005917;12006494;12007221;12007494	12003294;12004545;12005858;12006192;12007166;12007400;12008051	+;+;+;+;+;+;+	2585
FBgn0041096	3L;3L;3L;3L;3L;3L;3L;3L;3L	12008225;12008879;12012428;12012931;12027022;12028696;12055194;12060981;12064562	12008815;12012231;12012730;12013408;12027161;12028878;12056474;12061909;12064859	-;-;-;-;-;-;-;-;-	7556
FBgn0036239	3L;3L;3L;3L;3L	11998398;11999612;12000750;12001727;12002586	11998996;12000690;12001159;12001931;12002915	-;-;-;-;-	2623
FBgn0026432	3L;3L;3L;3L;3L	11993274;11994065;11996384;11996810;11997025	11994002;11996325;11996748;11996963;11998138	-;-;-;-;-	4623
FBgn0036237	3L;3L	11991853;11993039	11992869;11993179	-;-	1158
FBgn0028573	3L;3L;3L;3L;3L;3L;3L;3L;3L	11958872;11960264;11960454;11961049;11964408;11964635;11964805;11965106;11966053	11959893;11960389;11960994;11964351;11964572;11964738;11964863;11965241;11966131	-;-;-;-;-;-;-;-;-	5535
FBgn0036225	3L;3L	11943640;11944796	11944728;11944852	-;-	1146
FBgn0000404	3L;3L;3L;3L;3L;3L;3L	11826719;11827870;11828188;11828461;11831727;11832053;11832874	11827805;11828117;11828392;11828684;11831982;11832246;11833578	-;-;-;-;-;-;-	2919
FBgn0052095	3L	11824207	11825732	-	1526
FBgn0036211	3L;3L;3L;3L;3L	11816695;11818254;11819821;11821834;11822225	11818187;11818907;11819956;11822205;11822275	-;-;-;-;-	2706
FBgn0036212	3L;3L;3L	11820338;11822161;11822225	11822092;11822205;11822275	-;-;-	1851
FBgn0036208	3L;3L;3L;3L	11798948;11799239;11800162;11800719	11799176;11800100;11800358;11800861	-;-;-;-	1431
FBgn0015278	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	11774650;11775964;11776176;11776330;11780678;11780936;11781391;11781884;11782224;11782928;11783560;11784255;11784402;11786052;11787058;11787179;11789541	11775903;11776113;11776267;11776526;11780878;11781328;11781827;11782129;11782863;11783498;11784193;11784343;11785115;11786639;11787110;11788245;11790013	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7799
FBgn0036173	3L;3L;3L	11561996;11562647;11563303	11562085;11563100;11564312	+;+;+	1554
FBgn0036179	3L;3L;3L;3L;3L	11597202;11601431;11602648;11603339;11603561	11597459;11601515;11603254;11603490;11605374	+;+;+;+;+	2916
FBgn0036184	3L	11626441	11627715	+	1275
FBgn0042138	3L;3L;3L;3L;3L;3L;3L	11628037;11628217;11628343;11628563;11628961;11629581;11630230	11628136;11628250;11628501;11628594;11629504;11629992;11630749	+;+;+;+;+;+;+	1801
FBgn0052091	3L;3L;3L;3L;3L;3L;3L	11631392;11634614;11640068;11640657;11641261;11641833;11642152	11631590;11635191;11640197;11641195;11641773;11642089;11642902	+;+;+;+;+;+;+	2967
FBgn0036188	3L;3L;3L	11648756;11649009;11649551	11648951;11649491;11650499	+;+;+	1628
FBgn0015828	3L;3L;3L	11682038;11682301;11683476	11682222;11683407;11683805	+;+;+	1622
FBgn0036191	3L;3L;3L;3L;3L;3L	11683980;11686070;11686725;11687623;11688152;11689108	11684645;11686208;11687559;11688090;11688825;11690155	+;+;+;+;+;+	3830
FBgn0036193	3L;3L;3L	11691571;11691900;11692422	11691838;11692359;11692757	+;+;+	1064
FBgn0036199	3L;3L;3L;3L;3L;3L	11720934;11721317;11722005;11722472;11722589;11727882	11721191;11721464;11722418;11722532;11723325;11728118	+;+;+;+;+;+	1855
FBgn0036202	3L;3L;3L;3L;3L;3L;3L;3L;3L	11733589;11736858;11737349;11737586;11737785;11743806;11759626;11765606;11765852	11736765;11737283;11737507;11737708;11737929;11744029;11760110;11765798;11766182	-;-;-;-;-;-;-;-;-	5263
FBgn0040817	3L;3L	11712229;11715023	11712859;11715285	-;-	894
FBgn0036198	3L;3L;3L	11710507;11711008;11711221	11710951;11711148;11711386	-;-;-	752
FBgn0036196	3L;3L;3L;3L;3L;3L	11699496;11701238;11701482;11707305;11707688;11708308	11701173;11701419;11701771;11707571;11707755;11708553	-;-;-;-;-;-	2731
FBgn0036194	3L;3L;3L;3L	11693879;11694810;11696351;11696875	11694745;11695578;11696498;11696963	-;-;-;-	1873
FBgn0036192	3L;3L;3L;3L;3L	11689631;11690226;11690897;11691040;11691308	11690108;11690312;11690981;11691249;11691399	-;-;-;-;-	952
FBgn0052085	3L;3L;3L;3L;3L;3L	11650517;11653918;11668195;11668432;11674268;11679952	11651267;11654113;11668312;11668605;11675665;11680344	-;-;-;-;-;-	3030
FBgn0036187	3L;3L;3L	11646234;11646861;11648240	11646799;11648180;11648474	-;-;-	2121
FBgn0036186	3L;3L;3L;3L	11642906;11643258;11644016;11645447	11643192;11643946;11645378;11646033	-;-;-;-	2926
FBgn0036183	3L;3L;3L;3L	11624528;11624851;11625617;11625916	11624780;11625552;11625759;11626125	-;-;-;-	1308
FBgn0003292	3L;3L;3L;3L	11584122;11585072;11585943;11586737	11585012;11585851;11586505;11587770	-;-;-;-	3268
FBgn0036142	3L;3L;3L;3L;3L	11169817;11170210;11171130;11171362;11171775	11170149;11171046;11171295;11171708;11172411	+;+;+;+;+	2320
FBgn0036143	3L;3L;3L;3L;3L;3L	11173514;11173695;11173980;11174546;11175088;11175296	11173631;11173909;11174148;11175025;11175159;11176892	+;+;+;+;+;+	2651
FBgn0036145	3L;3L;3L;3L;3L;3L	11199620;11199825;11199982;11200131;11200253;11200398	11199767;11199928;11200063;11200198;11200328;11200587	+;+;+;+;+;+	668
FBgn0036146	3L;3L	11201351;11201696	11201642;11202158	+;+	755
FBgn0064766	3L;3L	11210786;11212819	11212761;11214097	+;+	3255
FBgn0041094	3L;3L	11252307;11253703	11252960;11256172	+;+	3124
FBgn0036157	3L;3L;3L	11425158;11425754;11425922	11425689;11425854;11426395	+;+;+	1107
FBgn0036155	3L;3L;3L	11361986;11363277;11364609	11363086;11363918;11364885	-;-;-	2020
FBgn0036152	3L;3L;3L;3L	11287936;11291038;11291336;11293788	11289654;11291109;11291368;11295919	-;-;-;-	3956
FBgn0036150	3L;3L;3L;3L;3L;3L;3L	11232972;11233334;11233968;11234184;11234848;11235214;11235412	11233273;11233535;11234121;11234758;11235116;11235347;11236218	-;-;-;-;-;-;-	2443
FBgn0061469	3L;3L;3L;3L;3L;3L;3L;3L	11206422;11207198;11207757;11208005;11208625;11208929;11209836;11210154	11207135;11207690;11207938;11208559;11208866;11209731;11210090;11210583	-;-;-;-;-;-;-;-	3674
FBgn0036147	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	11198166;11198770;11199266;11202215;11202400;11202622;11202943;11203533;11204905;11205734	11198710;11199204;11199392;11202340;11202501;11202875;11203474;11203672;11204990;11206016	-;-;-;-;-;-;-;-;-;-	2630
FBgn0036116	3L;3L;3L;3L;3L;3L;3L;3L;3L	11054035;11055541;11057159;11057554;11057766;11058015;11058701;11058945;11059159	11054359;11055853;11057185;11057707;11057952;11058640;11058876;11059100;11059659	+;+;+;+;+;+;+;+;+	2465
FBgn0036118	3L	11061571	11062215	+	645
FBgn0036124	3L;3L;3L;3L;3L	11074769;11075655;11075829;11077463;11078398	11075589;11075769;11077403;11078326;11078736	+;+;+;+;+	3714
FBgn0036133	3L;3L;3L;3L;3L;3L;3L	11109690;11110030;11110505;11110862;11111188;11111425;11111745	11109839;11110404;11110800;11111119;11111362;11111688;11112117	+;+;+;+;+;+;+	1891
FBgn0036135	3L;3L	11120847;11121563	11121406;11122041	+;+	1039
FBgn0014368	3L	11130835	11131402	+	568
FBgn0052082	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	11136049;11150873;11158139;11158342;11158505;11158629;11158920;11159297;11159759;11160047;11160781;11161472	11136288;11151557;11158214;11158425;11158566;11158826;11158985;11159563;11159981;11160726;11160932;11163984	+;+;+;+;+;+;+;+;+;+;+;+	5246
FBgn0052076	3L;3L;3L	11164971;11165286;11165821	11165228;11165756;11166620	+;+;+	1529
FBgn0036141	3L;3L;3L	11166620;11167819;11168137	11167608;11167914;11169625	-;-;-	2574
FBgn0036136	3L;3L	11121966;11122922	11122864;11123216	-;-	1194
FBgn0036134	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	11114169;11115484;11115717;11115890;11116141;11116428;11116666;11117305;11118415;11119165;11120282;11120610	11115418;11115580;11115812;11116074;11116361;11116525;11117169;11118065;11118466;11119419;11120411;11120783	-;-;-;-;-;-;-;-;-;-;-;-	3823
FBgn0003462	3L;3L	11112281;11113532	11112848;11113740	-;-	777
FBgn0036126	3L;3L	11097446;11098000	11097872;11098186	-;-	614
FBgn0036125	3L;3L;3L;3L	11093371;11094195;11094548;11095739	11094139;11094461;11095642;11096245	-;-;-;-	2638
FBgn0020412	3L;3L;3L;3L;3L;3L;3L;3L	11078752;11082016;11082526;11083401;11085429;11085640;11090898;11092272	11081955;11082464;11083337;11083485;11085562;11085708;11091856;11093193	-;-;-;-;-;-;-;-	6634
FBgn0010741	3L;3L	11073292;11074116	11074011;11074388	-;-	993
FBgn0036121	3L;3L;3L	11069043;11069368;11069648	11069306;11069576;11069864	-;-;-	690
FBgn0052075	3L;3L;3L;3L;3L	11062726;11062903;11063187;11063462;11064521	11062823;11063123;11063401;11064461;11064941	-;-;-;-;-	1955
FBgn0052069	3L;3L;3L	11062131;11062291;11062456	11062228;11062389;11062614	-;-;-	356
FBgn0036117	3L;3L;3L;3L	11059437;11060420;11060786;11060968	11060349;11060721;11060907;11061224	-;-;-;-	1594
FBgn0013469	3L;3L;3L	10981171;10996227;11008350	10985072;10996277;11009188	-;-;-	4792
FBgn0036111	3L;3L;3L;3L	10894776;10896469;10896779;10897898	10896409;10896624;10896877;10899123	-;-;-;-	3115
FBgn0001179	3L;3L;3L;3L	10631079;10631342;10631520;10633376	10631195;10631459;10633318;10633969	+;+;+;+	2628
FBgn0036090	3L;3L;3L;3L	10638146;10638423;10638554;10639215	10638325;10638494;10638700;10639678	+;+;+;+	863
FBgn0036091	3L;3L	10639740;10639920	10639856;10640136	+;+	334
FBgn0036094	3L;3L	10643528;10643657	10643590;10644615	+;+	1022
FBgn0036096	3L;3L;3L	10661475;10661850;10662684	10661781;10662623;10663157	+;+;+	1555
FBgn0052068	3L;3L;3L;3L;3L	10663376;10663650;10663790;10664075;10664228	10663568;10663727;10663917;10664168;10664435	+;+;+;+;+	701
FBgn0010762	3L;3L;3L;3L;3L;3L;3L;3L;3L	10664739;10685010;10685964;10687052;10687238;10687405;10687665;10688679;10688926	10665370;10685894;10686261;10687162;10687339;10687603;10688597;10688843;10690734	+;+;+;+;+;+;+;+;+	5134
FBgn0036099	3L	10691024	10692598	+	1575
FBgn0026160	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	10857889;10869828;10870718;10871330;10872159;10872345;10872545;10872834;10873645;10873878;10874336	10859054;10870593;10870879;10872099;10872277;10872477;10872758;10873576;10873774;10874264;10876496	+;+;+;+;+;+;+;+;+;+;+	6751
