Chr	Start	End	Strand	Length
FBgn0026252	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8116179;8117305;8117596;8118157;8118547;8118745;8119605;8119912;8120278;8120815	8116529;8117540;8118093;8118333;8118692;8119542;8119828;8120222;8120750;8121579	+;+;+;+;+;+;+;+;+;+	3979
FBgn0035838	3L;3L	8121827;8122171	8122115;8123615	+;+	1734
FBgn0010350	3L;3L;3L;3L;3L;3L;3L;3L	8127762;8127929;8129084;8129452;8129614;8129852;8130425;8130621	8127854;8128369;8129208;8129548;8129790;8130340;8130556;8131675	+;+;+;+;+;+;+;+	2609
FBgn0002899	3L;3L;3L;3L;3L;3L;3L	8137808;8138692;8139202;8139483;8140605;8141556;8141752	8138632;8139144;8139407;8140085;8141483;8141690;8142014	+;+;+;+;+;+;+	3364
FBgn0035848	3L;3L;3L	8180923;8181751;8182220	8181683;8181932;8183369	+;+;+	2093
FBgn0035850	3L;3L;3L;3L	8186857;8187813;8189287;8189842	8187576;8188580;8189445;8191118	+;+;+;+	2924
FBgn0035851	3L;3L;3L;3L;3L;3L;3L	8191270;8193190;8193335;8193562;8194472;8194890;8195851	8191478;8193276;8193492;8194404;8194832;8195707;8196573	+;+;+;+;+;+;+	3199
FBgn0035854	3L;3L	8198207;8198542	8198483;8199491	+;+	1227
FBgn0035856	3L;3L	8202792;8202933	8202867;8203345	+;+	489
FBgn0035857	3L	8211890	8213622	+	1733
FBgn0040832	3L;3L	8215280;8215600	8215531;8216198	+;+	851
FBgn0035859	3L;3L	8222141;8222467	8222214;8222953	+;+	561
FBgn0015793	3L;3L;3L;3L;3L	8297018;8297169;8297535;8297815;8298120	8297089;8297472;8297619;8298071;8298506	+;+;+;+;+	1105
FBgn0035867	3L	8300064	8302341	+	2278
FBgn0035873	3L;3L	8320763;8321795	8321236;8322280	+;+	960
FBgn0035872	3L;3L;3L;3L;3L;3L;3L	8310493;8311647;8311774;8312284;8313011;8313957;8315072	8311226;8311715;8312073;8312750;8313151;8314676;8315502	-;-;-;-;-;-;-	2862
FBgn0035871	3L;3L;3L;3L;3L	8307145;8307593;8307794;8308092;8308696	8307380;8307732;8307964;8308545;8308941	-;-;-;-;-	1247
FBgn0035870	3L;3L	8305336;8306740	8306678;8306980	-;-	1584
FBgn0035868	3L;3L	8302364;8303822	8303490;8304059	-;-	1365
FBgn0035866	3L	8298501	8299839	-	1339
FBgn0035865	3L;3L;3L;3L	8290286;8290914;8291394;8295023	8290857;8291325;8291766;8295327	-;-;-;-	1662
FBgn0027569	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8282528;8283276;8283773;8284069;8286127;8287314;8287609;8287828;8289170;8289713	8283213;8283614;8284004;8284293;8286469;8287374;8287757;8288220;8289483;8289870	-;-;-;-;-;-;-;-;-;-	2900
FBgn0035861	3L;3L;3L;3L	8231814;8239137;8239539;8240300	8232156;8239417;8240236;8240601	-;-;-;-	1624
FBgn0035858	3L;3L	8218232;8218909	8218843;8218983	-;-	687
FBgn0052364	3L;3L;3L	8209577;8210313;8210558	8210257;8210491;8210743	-;-;-	1046
FBgn0035855	3L	8201078	8202417	-	1340
FBgn0035853	3L;3L;3L;3L	8195847;8197142;8197522;8197779	8196883;8197443;8197705;8197987	-;-;-;-	1732
FBgn0035852	3L;3L	8191522;8192414	8192326;8193116	-;-	1508
FBgn0035849	3L;3L;3L;3L	8183361;8184484;8185567;8186179	8184427;8185042;8185670;8186671	-;-;-;-	2223
FBgn0035847	3L;3L;3L;3L;3L	8178675;8178938;8179177;8179490;8179842	8178874;8179112;8179428;8179666;8180514	-;-;-;-;-	1477
FBgn0020392	3L;3L	8176135;8178123	8177639;8178429	-;-	1812
FBgn0040290	3L;3L;3L;3L;3L;3L	8170640;8171114;8171490;8171728;8172532;8175755	8171052;8171430;8171665;8172468;8175701;8175978	-;-;-;-;-;-	5041
FBgn0035845	3L;3L;3L;3L	8160315;8161423;8164220;8165431	8161357;8161545;8164459;8165518	-;-;-;-	1494
FBgn0035844	3L;3L;3L;3L;3L;3L;3L;3L;3L	8141868;8142612;8145006;8145425;8145846;8146008;8146376;8151168;8151757	8142543;8144710;8145139;8145539;8145940;8146195;8146451;8151302;8151813	-;-;-;-;-;-;-;-;-	3575
FBgn0035842	3L;3L;3L;3L;3L;3L;3L;3L	8131429;8131997;8133691;8133850;8134047;8135892;8137031;8137323	8131934;8133618;8133792;8133986;8135817;8136969;8137265;8137498	-;-;-;-;-;-;-;-	5627
FBgn0029113	3L;3L;3L;3L	8125327;8127011;8127352;8127561	8126954;8127298;8127506;8127818	-;-;-;-	2329
FBgn0042112	3L;3L	8124584;8125093	8125038;8125132	-;-	495
FBgn0035839	3L	8123612	8124531	-	920
FBgn0035833	3L;3L;3L;3L;3L;3L;3L;3L	8087635;8088269;8088496;8089072;8089325;8089494;8089682;8091032	8088200;8088436;8089012;8089262;8089433;8089625;8090965;8091786	-;-;-;-;-;-;-;-	3722
FBgn0052363	3L	8068208	8068290	-	83
FBgn0052362	3L	8065994	8066076	-	83
FBgn0052361	3L	8065643	8065725	-	83
FBgn0052360	3L	8060674	8060756	-	83
FBgn0052359	3L	8060451	8060533	-	83
FBgn0052358	3L	8060214	8060296	-	83
FBgn0026263	3L;3L;3L;3L;3L	8054333;8055876;8056309;8057880;8058461	8055439;8056173;8056375;8058046;8058713	-;-;-;-;-	1892
FBgn0052365	3L;3L;3L;3L	7869042;7890039;7893235;7893645	7870053;7890275;7893572;7894814	+;+;+;+	2757
FBgn0035823	3L;3L;3L	7894880;7895446;7895687	7895388;7895633;7896009	+;+;+	1020
FBgn0035824	3L	7912463	7913763	+	1301
FBgn0052368	3L	7915437	7915846	+	410
FBgn0035827	3L;3L	7936373;7936681	7936615;7937258	+;+	821
FBgn0041156	3L;3L;3L	7948186;7950151;7950557	7949285;7950421;7951563	+;+;+	2378
FBgn0035830	3L;3L;3L	7976406;7976668;7977327	7976574;7977270;7977849	+;+;+	1295
FBgn0011817	3L;3L;3L;3L;3L;3L;3L;3L;3L	7979046;7980400;8039875;8045891;8046570;8047246;8047507;8048070;8049869	7979680;7980982;8040004;8045946;8047161;8047447;8047600;8048443;8054147	+;+;+;+;+;+;+;+;+	6945
FBgn0052370	3L	8028546	8028618	-	73
FBgn0035831	3L	7977805	7978650	-	846
FBgn0035829	3L	7975438	7976154	-	717
FBgn0027554	3L;3L;3L;3L;3L;3L	7972449;7972946;7973650;7974301;7974628;7974820	7972885;7973583;7974182;7974558;7974762;7974991	-;-;-;-;-;-	2173
FBgn0024187	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7916650;7926003;7927488;7927760;7927917;7928184;7928469;7930151;7930431;7930688;7931232;7931755;7932038;7932301;7932777;7932998;7933771;7933985;7935378	7916884;7926837;7927579;7927820;7928117;7928404;7930085;7930373;7930609;7930745;7931249;7931790;7932142;7932706;7932932;7933234;7933791;7934152;7936120	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5612
FBgn0035825	3L;3L;3L	7913664;7914059;7914708	7913997;7914651;7915120	-;-;-	1340
FBgn0003041	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7896109;7896912;7897122;7897298;7898303;7898723;7899269;7900080;7901615;7901959;7902140;7903196;7907122;7909161;7911422	7896852;7897061;7897232;7898239;7898653;7898854;7899436;7901453;7901864;7902065;7902275;7903583;7907338;7909338;7911954	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5781
FBgn0016694	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7811458;7816484;7817437;7818069;7819988;7825584;7827676;7830387;7832554;7853183;7867241	7816412;7816740;7817662;7818223;7820029;7827287;7828018;7831827;7833073;7855548;7867369	-;-;-;-;-;-;-;-;-;-;-	12138
FBgn0052369	3L;3L;3L;3L;3L;3L;3L	7777105;7778798;7779854;7780736;7780932;7803269;7808997	7778736;7779744;7780445;7780873;7781050;7804707;7809825	-;-;-;-;-;-;-	5696
FBgn0052371	3L	7767269	7768352	-	1084
FBgn0035789	3L;3L;3L;3L;3L;3L;3L	7485967;7486598;7486799;7487030;7487344;7487558;7487807	7486546;7486742;7486975;7487281;7487503;7487752;7487918	+;+;+;+;+;+;+	1621
FBgn0035790	3L;3L;3L;3L	7491864;7492070;7492560;7493156	7492020;7492499;7493098;7493484	+;+;+;+	1455
FBgn0035793	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7510986;7511511;7511705;7511970;7512786;7513523;7513818;7514649;7515641;7515826;7516116	7511442;7511628;7511916;7512728;7513392;7513621;7514354;7515581;7515777;7516050;7517316	+;+;+;+;+;+;+;+;+;+;+	5285
FBgn0028582	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7528780;7532429;7532672;7533126;7533507;7534235;7535044;7535196;7535543;7535884;7536711;7536976	7529198;7532613;7532828;7533443;7534165;7534904;7535134;7535467;7535644;7536435;7536769;7540012	+;+;+;+;+;+;+;+;+;+;+;+	6521
FBgn0035798	3L;3L;3L;3L;3L;3L;3L;3L	7562610;7564168;7565049;7565240;7567822;7568874;7569076;7569274	7563133;7564986;7565171;7567753;7568819;7568976;7569206;7569499	+;+;+;+;+;+;+;+	5438
FBgn0035799	3L;3L;3L;3L;3L;3L	7583454;7583817;7584532;7584752;7586098;7586552	7583754;7584481;7584694;7586037;7586497;7587248	+;+;+;+;+;+	3512
FBgn0052373	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7650548;7737113;7756704;7756983;7757292;7757653;7757828;7758031;7758720;7759009	7650865;7737199;7756854;7757179;7757587;7757764;7757953;7758621;7758943;7759123	+;+;+;+;+;+;+;+;+;+	2217
FBgn0035806	3L	7651180	7651900	+	721
FBgn0035811	3L;3L;3L	7719350;7720060;7720477	7719457;7720416;7721472	+;+;+	1461
FBgn0035816	3L	7747344	7750552	+	3209
FBgn0035817	3L	7754409	7755168	+	760
FBgn0035815	3L;3L;3L;3L;3L;3L;3L;3L;3L	7733250;7733691;7733882;7736109;7736609;7738107;7738335;7738539;7741968	7733629;7733816;7734000;7736541;7736869;7738244;7738482;7738696;7743041	-;-;-;-;-;-;-;-;-	2837
FBgn0035813	3L	7727804	7732191	-	4388
FBgn0035812	3L;3L;3L;3L;3L	7719899;7723050;7723284;7725852;7726085	7722982;7723225;7725797;7726023;7726473	-;-;-;-;-	6335
FBgn0035807	3L;3L;3L	7651866;7653461;7654253	7653400;7654099;7654752	-;-;-	2674
FBgn0035805	3L;3L	7640798;7641086	7641027;7641648	-;-	793
FBgn0053276	3L;3L;3L;3L;3L	7639811;7640016;7640125;7640270;7640404	7639959;7640064;7640206;7640337;7640446	-;-;-;-;-	391
FBgn0035800	3L	7588608	7590998	-	2391
FBgn0035797	3L;3L;3L	7555780;7558222;7559723	7557575;7558696;7560037	-;-;-	2586
FBgn0052376	3L	7541582	7542457	-	876
FBgn0052374	3L	7540269	7541168	-	900
FBgn0035795	3L	7539060	7539836	-	777
FBgn0035792	3L	7505540	7506217	-	678
FBgn0035791	3L;3L	7497211;7497921	7497837;7498831	-;-	1538
FBgn0015033	3L;3L;3L;3L	7493557;7494028;7494656;7496029	7493967;7494584;7495109;7496179	-;-;-;-	1573
FBgn0035750	3L;3L	7234512;7235431	7235301;7235965	+;+	1325
FBgn0024542	3L;3L	7241628;7242360	7242296;7243139	+;+	1449
FBgn0016036	3L	7244388	7245383	+	996
FBgn0035760	3L;3L;3L	7320068;7320282;7320428	7320208;7320364;7321211	+;+;+	1008
FBgn0035762	3L;3L;3L;3L;3L	7323619;7323924;7324810;7325090;7325959	7323868;7324751;7325035;7325882;7326255	+;+;+;+;+	2394
FBgn0002909	3L;3L;3L;3L;3L;3L	7329132;7329429;7329716;7330299;7331292;7331393	7329363;7329637;7330239;7331231;7331336;7333471	+;+;+;+;+;+	4022
FBgn0019662	3L;3L;3L;3L;3L;3L;3L	7348313;7348863;7351269;7351467;7351795;7351971;7352235	7348675;7349017;7351413;7351727;7351897;7352098;7353622	+;+;+;+;+;+;+	2543
FBgn0035771	3L;3L;3L;3L	7360561;7361744;7362522;7363853	7361031;7362453;7363770;7364366	+;+;+;+	2944
FBgn0082598	3L;3L;3L;3L;3L;3L	7369843;7370340;7370800;7371707;7372163;7372581	7370184;7370550;7371025;7372072;7372519;7373711	+;+;+;+;+;+	2633
FBgn0016983	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7381614;7381849;7382211;7382387;7382785;7382894;7383301;7384649;7385050;7385337	7381686;7382154;7382334;7382731;7382835;7383234;7384587;7384981;7385274;7385637	+;+;+;+;+;+;+;+;+;+	3386
FBgn0035777	3L;3L;3L;3L;3L	7390742;7393593;7394738;7394936;7395613	7391519;7394268;7394848;7395090;7396013	+;+;+;+;+	2121
FBgn0052379	3L;3L	7396355;7397810	7397193;7398208	+;+	1238
FBgn0035779	3L;3L;3L	7398285;7398464;7399427	7398378;7399366;7399912	+;+;+	1483
FBgn0035780	3L;3L;3L	7400070;7400230;7401194	7400174;7401126;7401671	+;+;+	1480
FBgn0053278	3L	7450853	7452159	+	1307
FBgn0035785	3L;3L;3L;3L;3L;3L	7456149;7456801;7457122;7457375;7457701;7458107	7456739;7457061;7457326;7457645;7457959;7458608	+;+;+;+;+;+	2089
FBgn0035786	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7465509;7465670;7465901;7466087;7466247;7466401;7466626;7466819;7467129;7467253;7467478;7467724;7467920;7468146	7465614;7465837;7466029;7466179;7466348;7466568;7466751;7467075;7467187;7467420;7467663;7467858;7468096;7468808	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2537
FBgn0035788	3L	7471559	7472514	+	956
FBgn0035787	3L	7469502	7470302	-	801
FBgn0052382	3L;3L	7439554;7439974	7439913;7440733	-;-	1120
FBgn0052383	3L;3L	7438421;7438646	7438575;7439405	-;-	915
FBgn0035782	3L	7436808	7437466	-	659
FBgn0014011	3L	7432762	7435190	-	2429
FBgn0035781	3L;3L;3L	7402332;7402728;7403836	7402660;7403618;7404181	-;-;-	1566
FBgn0035776	3L;3L;3L;3L	7385648;7386747;7387459;7387803	7386682;7387363;7387644;7387914	-;-;-;-	1950
FBgn0052380	3L;3L;3L;3L	7374050;7375180;7375405;7380621	7375115;7375346;7375908;7381474	-;-;-;-	2591
FBgn0035772	3L;3L;3L;3L;3L;3L;3L	7364584;7365070;7366162;7366442;7366841;7368063;7368890	7364964;7366108;7366210;7366516;7367984;7368190;7369260	-;-;-;-;-;-;-	3187
FBgn0035770	3L;3L;3L;3L;3L;3L	7357275;7358446;7358691;7358851;7359468;7359921	7358375;7358615;7358780;7359389;7359850;7360263	-;-;-;-;-;-	2626
FBgn0035769	3L;3L;3L;3L	7353578;7354042;7356067;7356581	7353979;7356005;7356459;7356713	-;-;-;-	2892
FBgn0015298	3L;3L	7347310;7347857	7347784;7348034	-;-	653
FBgn0035768	3L	7345698	7347123	-	1426
FBgn0035767	3L;3L;3L;3L;3L;3L;3L	7341884;7342236;7342892;7343104;7343668;7344092;7345130	7342170;7342832;7343043;7343610;7343945;7344384;7345183	-;-;-;-;-;-;-	2168
FBgn0035763	3L	7326273	7328842	-	2570
FBgn0035761	3L;3L;3L;3L	7321099;7321944;7322555;7323178	7321884;7322497;7323147;7323411	-;-;-;-	2167
FBgn0035756	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7266192;7269308;7269678;7272514;7273096;7274367;7276964;7279117;7282154;7284605;7294791;7311929;7312740	7269237;7269554;7271067;7272987;7273608;7274673;7277132;7279357;7282403;7285217;7294919;7312230;7312896	-;-;-;-;-;-;-;-;-;-;-;-;-	7838
FBgn0035755	3L;3L;3L;3L;3L;3L	7250718;7251680;7252176;7253807;7262949;7263632	7251618;7252108;7252296;7253957;7263095;7263920	-;-;-;-;-;-	2038
FBgn0035754	3L;3L	7249529;7250208	7250149;7250527	-;-	941
FBgn0012058	3L;3L;3L	7245481;7248504;7248658	7248434;7248579;7249340	-;-;-	3713
FBgn0028648	3L;3L;3L	7243080;7243694;7243860	7243634;7243803;7243933	-;-;-	739
FBgn0035753	3L;3L;3L	7240203;7240855;7241226	7240777;7240941;7241351	-;-;-	788
FBgn0035751	3L;3L	7236800;7237582	7237515;7238122	-;-	1257
FBgn0035718	3L;3L;3L;3L;3L	6932926;6933168;6933883;6934070;6934486	6933109;6933683;6933976;6934366;6934824	+;+;+;+;+	1430
FBgn0035719	3L;3L;3L;3L;3L;3L;3L	6942856;6944432;6946264;6946501;6947248;6947971;6948278	6943101;6944769;6946447;6946558;6947915;6948109;6949313	+;+;+;+;+;+;+	2669
FBgn0035721	3L;3L	6955991;6956454	6956397;6957440	+;+	1394
FBgn0029117	3L;3L;3L;3L	6958346;6958705;6958889;6959140	6958636;6958826;6959083;6959586	+;+;+;+	1055
FBgn0035726	3L;3L;3L;3L	6969658;6970681;6970882;6971426	6970619;6970819;6971353;6971666	+;+;+;+	1814
FBgn0047205	3L;3L;3L	6976322;6977169;6977647	6977006;6977479;6979222	+;+;+	2572
FBgn0035734	3L;3L;3L	7066314;7067555;7068004	7066967;7067779;7069463	+;+;+	2339
FBgn0035737	3L;3L	7093204;7093368	7093295;7093841	+;+	566
FBgn0035741	3L;3L;3L	7125905;7126269;7127419	7126205;7127336;7128118	+;+;+	2069
FBgn0035743	3L;3L	7128903;7129035	7128960;7129673	+;+	697
FBgn0010387	3L;3L;3L	7131863;7132637;7133119	7131908;7132677;7133463	+;+;+	432
FBgn0023001	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	7134516;7138226;7139173;7139386;7139700;7140558;7141365;7141709;7141944;7142137;7142478	7135227;7138511;7139327;7139637;7140501;7141306;7141602;7141878;7142072;7142418;7143074	+;+;+;+;+;+;+;+;+;+;+	4372
FBgn0040837	3L	7158099	7158874	+	776
FBgn0035742	3L	7127913	7128264	-	352
FBgn0002775	3L;3L;3L;3L;3L;3L	7123213;7123706;7123846;7124401;7125025;7125321	7123650;7123790;7124342;7124958;7125203;7125533	-;-;-;-;-;-	1970
FBgn0035736	3L;3L	7087713;7088698	7088626;7088787	-;-	1004
FBgn0035735	3L;3L	7086003;7086557	7086490;7086608	-;-	540
FBgn0052391	3L;3L;3L;3L;3L	7068211;7068471;7068674;7068854;7069051	7068406;7068620;7068799;7068998;7069199	-;-;-;-;-	766
FBgn0035733	3L;3L;3L;3L;3L	7058930;7060854;7061850;7062357;7077182	7060740;7061037;7062043;7063150;7077462	-;-;-;-;-	3264
FBgn0035730	3L;3L	7025801;7026500	7026431;7026794	-;-	926
FBgn0001104	3L;3L;3L;3L;3L	6972750;6973590;6973838;6974002;6979518	6973533;6973778;6973932;6974473;6980044	-;-;-;-;-	2067
FBgn0035727	3L;3L	6971579;6972292	6972229;6972467	-;-	827
FBgn0035725	3L;3L;3L	6968035;6968509;6968865	6968396;6968801;6969048	-;-;-	839
FBgn0035724	3L;3L;3L;3L;3L	6965260;6966035;6966314;6966616;6967383	6965971;6966251;6966543;6967320;6967897	-;-;-;-;-	2379
FBgn0035722	3L;3L;3L;3L	6956946;6957352;6957663;6957965	6957284;6957603;6957851;6958108	-;-;-;-	924
FBgn0035720	3L;3L;3L;3L;3L	6949491;6951267;6951804;6955381;6955753	6951202;6951445;6955169;6955512;6955904	-;-;-;-;-	5541
FBgn0035711	3L;3L;3L;3L;3L	6704860;6707585;6707695;6708349;6708540	6705570;6707641;6707754;6708479;6709000	+;+;+;+;+	1420
FBgn0035714	3L;3L	6752913;6753318	6753237;6754029	+;+	1037
FBgn0041194	3L;3L;3L;3L	6911999;6913757;6914414;6914641	6913527;6913964;6914580;6914876	-;-;-;-	2140
FBgn0052392	3L;3L;3L;3L;3L	6756629;6757519;6758020;6759941;6762923	6757454;6757934;6758110;6761114;6763246	-;-;-;-;-	2831
FBgn0035715	3L;3L;3L;3L;3L;3L	6754017;6754745;6754813;6755073;6755420;6756223	6754493;6754807;6754936;6755123;6756158;6756497	-;-;-;-;-;-	1729
FBgn0035713	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6744426;6745031;6746562;6746871;6747102;6747859;6748037;6750559;6751353;6752145	6744968;6746487;6746778;6746989;6747456;6747970;6750484;6751296;6751443;6752752	-;-;-;-;-;-;-;-;-;-	6688
FBgn0005626	3L;3L;3L;3L;3L;3L;3L	6713356;6715708;6716130;6717334;6717553;6717904;6719005	6715368;6715834;6716949;6717426;6717672;6718015;6719525	-;-;-;-;-;-;-	3806
FBgn0035710	3L;3L;3L;3L;3L;3L	6689327;6690388;6691232;6691465;6692372;6702863	6690327;6691171;6691389;6692304;6692654;6703521	-;-;-;-;-;-	3725
FBgn0041232	3L;3L	6666638;6666848	6666784;6667816	-;-	1116
FBgn0035709	3L;3L;3L;3L	6664224;6664847;6665015;6665167	6664591;6664934;6665114;6665641	-;-;-;-	1031
FBgn0035703	3L;3L;3L;3L;3L;3L;3L	6488681;6488930;6489470;6489918;6490239;6490699;6490970	6488868;6489413;6489862;6490176;6490638;6490903;6491210	+;+;+;+;+;+;+	2170
FBgn0020251	3L;3L;3L;3L;3L;3L;3L	6495680;6505083;6523030;6534493;6544468;6547249;6548687	6496481;6505119;6524096;6534702;6546352;6547601;6550104	+;+;+;+;+;+;+	5772
FBgn0052396	3L;3L	6530729;6530972	6530919;6532429	+;+	1649
FBgn0042185	3L;3L;3L;3L;3L;3L;3L;3L;3L	6550738;6562322;6562567;6587164;6590604;6590894;6591059;6591214;6591479	6551949;6562418;6562839;6587394;6590835;6590999;6591160;6591417;6593940	+;+;+;+;+;+;+;+;+	4919
FBgn0035707	3L;3L;3L;3L	6603684;6603963;6606179;6607135	6603893;6604184;6607078;6608739	+;+;+;+	2937
FBgn0035708	3L;3L;3L;3L;3L;3L;3L	6609325;6609577;6613564;6613672;6615898;6616667;6617768	6609508;6609909;6613652;6613821;6616596;6617315;6619113	+;+;+;+;+;+;+	3450
FBgn0004619	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6624032;6626421;6626931;6628876;6631301;6631867;6632141;6632589;6633073;6633400;6633922;6634267;6634728	6624696;6626573;6627058;6629005;6631554;6632052;6632380;6632949;6633335;6633858;6634166;6634660;6635059	+;+;+;+;+;+;+;+;+;+;+;+;+	3810
FBgn0024177	3L;3L;3L	6604366;6605275;6605633	6605202;6605576;6606032	-;-;-	1539
FBgn0002926	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6593938;6594522;6594728;6594899;6595246;6595781;6596832;6597001;6597233;6598573;6598962;6599515;6600646;6602514;6603080	6594466;6594665;6594835;6595190;6595715;6596765;6596945;6597170;6598511;6598906;6599453;6600584;6602457;6602657;6603366	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8230
FBgn0035704	3L;3L;3L;3L	6491230;6492797;6493714;6495089	6492739;6493654;6495021;6495297	-;-;-;-	3885
FBgn0035702	3L;3L	6486167;6487856	6487795;6488424	-;-	2198
FBgn0020641	3L;3L	6143395;6143691	6143599;6144101	+;+	616
FBgn0020642	3L;3L	6144819;6145109	6145038;6145393	+;+	505
FBgn0020643	3L	6146674	6147089	+	416
FBgn0020646	3L	6148353	6148615	+	263
FBgn0020644	3L	6149548	6149960	+	413
FBgn0020645	3L	6151304	6151803	+	500
FBgn0035686	3L;3L	6160814;6161260	6161203;6161589	+;+	720
FBgn0035687	3L;3L	6163127;6163814	6163685;6164682	+;+	1428
FBgn0035689	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6174248;6174498;6175720;6176501;6177122;6177357;6177803;6177976;6178265;6178482	6174445;6175654;6176435;6177056;6177296;6177742;6177918;6178207;6178425;6178941	+;+;+;+;+;+;+;+;+;+	4157
FBgn0035691	3L;3L	6189745;6191183	6191124;6192049	+;+	2247
FBgn0024921	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6193480;6193746;6194045;6194218;6194973;6196143;6196383;6196616;6197037;6197383;6197614	6193622;6193847;6194150;6194889;6196085;6196313;6196554;6196711;6197112;6197557;6200385	+;+;+;+;+;+;+;+;+;+;+	5598
FBgn0035693	3L;3L;3L;3L;3L;3L;3L;3L;3L	6200473;6200732;6201376;6202501;6202726;6202959;6203110;6203251;6203487	6200638;6201322;6202443;6202671;6202897;6203054;6203185;6203425;6203776	+;+;+;+;+;+;+;+;+	2805
FBgn0041625	3L;3L;3L;3L;3L	6320611;6320805;6321041;6321618;6322045	6320750;6320976;6321564;6321981;6322098	+;+;+;+;+	1254
FBgn0035699	3L;3L;3L;3L	6329324;6332064;6332470;6351157	6331640;6332192;6333092;6352390	-;-;-;-	4303
FBgn0001258	3L;3L;3L;3L;3L;3L	6259105;6259981;6260505;6260972;6261066;6262559	6259910;6260436;6260884;6261040;6261160;6262694	-;-;-;-;-;-	1942
FBgn0035697	3L;3L;3L	6257423;6257803;6258577	6257745;6258515;6258760	-;-;-	1220
FBgn0035696	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6245933;6247358;6247671;6247907;6248546;6250610;6251371;6251580;6252008;6252259;6253500;6256547	6247206;6247600;6247763;6248216;6248785;6250717;6251499;6251948;6252194;6252369;6253863;6256665	-;-;-;-;-;-;-;-;-;-;-;-	3547
FBgn0004513	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6240500;6241206;6241635;6241988;6242753;6243210;6243365;6243881;6244256;6244480;6245001;6245630	6241145;6241572;6241931;6242696;6243140;6243310;6243821;6244195;6244427;6244725;6245320;6245746	-;-;-;-;-;-;-;-;-;-;-;-	4135
FBgn0035695	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6234323;6234762;6235191;6235628;6236242;6237141;6238309;6238536;6238895;6239273	6234701;6235118;6235572;6236188;6237083;6238025;6238480;6238781;6238991;6240068	-;-;-;-;-;-;-;-;-;-	4717
FBgn0035694	3L;3L	6231805;6232264	6232200;6232361	-;-	494
FBgn0002526	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6203831;6205693;6205977;6209236;6211198;6211726;6212021;6212364;6213071;6213990;6214329;6214802;6215095;6217103;6217594	6205628;6205907;6209168;6211136;6211668;6211954;6212301;6213015;6213923;6214262;6214742;6215011;6215719;6217249;6218022	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11690
FBgn0035692	3L;3L;3L	6192124;6192776;6192965	6192709;6192894;6193179	-;-;-	920
FBgn0022935	3L;3L	6185830;6188034	6187972;6189123	-;-	3233
FBgn0022699	3L;3L	6182176;6183931	6183870;6184920	-;-	2685
FBgn0035690	3L;3L;3L	6178677;6180181;6180849	6180115;6180794;6181829	-;-;-	3034
FBgn0035688	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	6164916;6170117;6171228;6171348;6171982;6172156;6172357;6172732;6173111;6173377;6173760	6169942;6171169;6171292;6171921;6172100;6172294;6172670;6173056;6173310;6173536;6173880	-;-;-;-;-;-;-;-;-;-;-	8097
FBgn0035685	3L;3L	6156592;6157088	6156896;6157377	-;-	595
FBgn0020765	3L;3L	6152050;6152668	6152586;6152745	-;-	615
FBgn0042118	3L;3L	6150058;6150701	6150632;6150857	-;-	732
FBgn0052404	3L;3L	6141903;6142249	6142187;6142413	-;-	450
